Fase;Tipo de tronadura;Tipo Material;M;Dominio Estructural;Banco;Diámetro;Fc;Cota;B;S;tiempo_1;tiempo_2
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;143.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;226.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;479.0;2810.0;7.0;7.0;5.0;36.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3530.0;12.25;211.0;3530.0;11.0;12.0;17.0;120.0
Stage 1;Tronadura 2;Roca 2;L2;Noreste;3470.0;12.25;151.0;3470.0;11.0;12.0;17.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;504.0;2900.0;7.0;7.0;4.0;30.0
Stage 1;Tronadura 2;Roca 2;L1;Noreste;3455.0;12.25;163.0;3455.0;13.0;14.0;7.0;42.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;199.0;3485.0;11.0;12.0;4.0;30.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;143.0;3440.0;13.0;14.0;7.0;42.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;126.0;3425.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2885.0;12.25;487.0;2885.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;504.0;2810.0;7.0;7.0;7.0;70.0
Stage 4;Tronadura 2;Roca 1;L4;Noroeste;2945.0;12.25;491.0;2945.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L7;Norte;3515.0;12.25;312.0;3515.0;8.0;8.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2840.0;12.25;523.0;2840.0;7.0;7.0;5.0;36.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2960.0;10.625;452.0;2960.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2975.0;12.25;503.0;2975.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;440.0;2810.0;7.0;7.0;5.0;36.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2930.0;10.625;452.0;2930.0;6.5;6.5;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;519.0;2855.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2960.0;10.625;456.0;2960.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2975.0;12.25;468.0;2975.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3485.0;12.25;171.0;3485.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2870.0;12.25;492.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;140.0;3440.0;13.0;14.0;7.0;61.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2930.0;12.25;545.0;3530.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;521.0;2825.0;7.0;7.0;5.0;72.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3395.0;12.25;179.0;3395.0;9.0;18.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2915.0;12.25;534.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;166.0;3410.0;14.0;14.0;7.0;85.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3515.0;12.25;167.0;3515.0;13.5;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3410.0;12.25;128.0;3410.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2855.0;12.25;499.0;2855.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;547.0;2870.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;143.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;169.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;144.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;487.0;2825.0;7.0;7.0;7.0;123.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;208.0;3500.0;10.5;12.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2960.0;12.25;604.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;205.0;3485.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;520.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3485.0;12.25;204.0;3485.0;10.5;10.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3410.0;12.25;128.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;204.0;2900.0;10.5;10.5;11.0;150.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;513.0;3485.0;7.5;7.5;4.0;30.0
Stage 4;Tronadura 1;Roca 2;L1;Noreste;2960.0;12.25;328.0;2960.0;7.5;9.0;17.0;120.0
Stage 6;Tronadura 2;Lastre;L1;Norte;3500.0;12.25;175.0;3500.0;13.0;14.0;7.0;85.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;521.0;2825.0;7.0;7.0;5.0;72.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2915.0;10.625;474.0;2915.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;528.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;134.0;3470.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;169.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2960.0;12.25;465.0;2960.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;134.0;3440.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 1;Roca 1;L4;Sureste;2915.0;12.25;464.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;160.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;180.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2975.0;10.625;468.0;2975.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2960.0;10.625;400.0;2960.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;10.625;285.0;2930.0;6.5;6.5;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;444.0;2810.0;7.0;7.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;534.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;160.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2990.0;10.625;469.0;2990.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;503.0;2885.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;487.0;2825.0;7.0;7.0;7.0;123.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;523.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3530.0;12.25;208.0;3530.0;10.5;10.5;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;555.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;523.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;166.0;3485.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L3;Norte;3500.0;12.25;295.0;3500.0;10.5;10.5;11.0;150.0
Stage 2;Tronadura 2;Roca 2;L7;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 1;Roca 1;L4;Sureste;2930.0;12.25;673.0;2930.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;484.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;521.0;2825.0;7.0;7.0;5.0;72.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;491.0;2945.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3425.0;12.25;155.0;3425.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;555.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;134.0;3440.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2975.0;10.625;430.0;2975.0;6.5;6.5;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;10.625;184.0;3525.0;11.5;12.5;9.0;94.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3500.0;12.25;174.0;3500.0;10.5;10.5;4.0;30.0
Stage 6;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;174.0;3470.0;13.0;14.0;5.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;135.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2930.0;10.625;496.0;2930.0;6.5;6.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;166.0;3485.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3530.0;12.25;185.0;3530.0;11.5;12.5;9.0;94.0
Stage 6;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;207.0;3500.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;547.0;2870.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;512.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;194.0;3440.0;14.0;14.0;5.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;12.25;508.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;198.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;452.0;2810.0;4.5;10.0;4.0;175.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;504.0;2900.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;163.0;3440.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2930.0;10.625;500.0;2930.0;6.5;6.5;4.0;24.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;149.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2960.0;10.625;436.0;2960.0;6.5;6.5;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;180.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2870.0;12.25;548.0;2870.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2915.0;12.25;514.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L3;Noreste;2960.0;12.25;463.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;143.0;3500.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2825.0;12.25;538.0;2825.0;7.0;7.0;5.0;36.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2885.0;12.25;524.0;2885.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;494.0;2960.0;7.0;7.0;5.0;87.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;143.0;3440.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;488.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2945.0;12.25;511.0;2945.0;7.0;7.0;5.0;87.0
Stage 5;Tronadura 1;Roca 2;L1;Noroeste;2945.0;10.625;325.0;2945.0;9.0;10.0;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;166.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2945.0;10.625;505.0;2945.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;488.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;123.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Sureste;2960.0;10.625;491.0;2960.0;6.5;6.5;17.0;120.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;504.0;2840.0;7.0;7.0;5.0;36.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;204.0;3485.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;534.0;2960.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3410.0;12.25;160.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;160.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;152.0;3455.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3425.0;12.25;155.0;3425.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;532.0;2840.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;12.25;471.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;440.0;2810.0;7.0;7.0;5.0;36.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;204.0;3500.0;10.5;10.5;11.0;150.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2960.0;10.625;456.0;2960.0;6.5;6.5;17.0;120.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;493.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2990.0;10.625;424.0;2990.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;463.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3515.0;12.25;312.0;3515.0;8.0;8.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;170.0;3395.0;13.0;14.0;7.0;85.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2885.0;12.25;487.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3410.0;12.25;128.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3410.0;12.25;214.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;149.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;140.0;3440.0;13.0;14.0;7.0;61.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;143.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;553.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;152.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3530.0;12.25;385.0;3530.0;10.5;10.5;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;485.0;2840.0;7.0;7.0;5.0;36.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;180.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;526.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;160.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;149.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;532.0;2840.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;212.0;3500.0;10.5;10.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;214.0;3410.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;499.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 6;Tronadura 2;Lastre;L3;Norte;3515.0;12.25;188.0;3515.0;10.0;11.0;7.0;84.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2945.0;10.625;344.0;2945.0;7.5;9.0;11.0;105.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3515.0;12.25;209.0;3515.0;8.0;8.0;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;140.0;3440.0;13.0;14.0;7.0;61.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;155.0;3440.0;13.0;14.0;7.0;43.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;178.0;3500.0;10.5;10.5;17.0;120.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;519.0;2855.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;123.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2885.0;12.25;524.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3515.0;12.25;167.0;3515.0;13.5;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;493.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;553.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;140.0;3440.0;13.0;14.0;7.0;61.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;532.0;2840.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;526.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;499.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;155.0;3440.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;519.0;2855.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;143.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;151.0;3440.0;14.0;14.0;5.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;523.0;2855.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;187.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L7;Norte;3410.0;12.25;172.0;3410.0;14.0;14.0;7.0;85.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;143.0;3440.0;13.0;14.0;7.0;42.0
Stage 6;Tronadura 2;Lastre;L3;Norte;3500.0;12.25;237.0;3500.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2885.0;12.25;515.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3515.0;12.25;209.0;3522.0;8.0;8.0;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3485.0;12.25;180.0;3485.0;10.5;10.5;4.0;30.0
Stage 3;Tronadura 2;Lastre;L8;Norte;3830.0;9.875;318.0;3830.0;7.0;8.0;7.0;85.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2930.0;10.625;480.0;2930.0;6.5;6.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3500.0;12.25;178.0;3500.0;10.5;10.5;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;244.0;3515.0;10.5;10.5;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;123.0;3455.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Lastre;L3;Norte;3425.0;12.25;169.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;520.0;2870.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Sureste;2930.0;10.625;452.0;2930.0;6.0;6.0;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2870.0;12.25;492.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;197.0;3515.0;10.5;10.5;17.0;120.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;520.0;2870.0;7.0;7.0;4.0;30.0
Stage 6;Tronadura 2;Lastre;L1;Noreste;3515.0;12.25;208.0;3515.0;10.0;11.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3485.0;12.25;171.0;3485.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2810.0;12.25;440.0;2810.0;7.0;7.0;5.0;36.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 1;Roca 2;L1;Sureste;2930.0;10.625;484.0;2930.0;6.5;6.5;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;152.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3560.0;12.25;395.0;3560.0;8.5;9.5;9.0;94.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;503.0;2885.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2930.0;10.625;480.0;2930.0;6.5;6.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;123.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2915.0;12.25;482.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;450.0;2900.0;7.5;7.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;532.0;2840.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;488.0;2900.0;7.5;7.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3410.0;12.25;214.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3470.0;12.25;176.0;3470.0;14.0;14.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2960.0;10.625;453.0;2960.0;6.5;6.5;17.0;120.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2945.0;12.25;523.0;2945.0;7.0;7.0;5.0;87.0
